Year,Land use category,Land use,Irrigation,Sources,GHG sequestration (Mt CO2e)
2033,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2033,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2033,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2033,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2033,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2033,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2033,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2033,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2033,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2033,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2033,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2033,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2033,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2033,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2034,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2034,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2034,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2034,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2035,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2035,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2035,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2035,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2036,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2036,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2036,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2036,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2037,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Summer legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2037,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2037,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2037,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2038,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2038,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2038,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2038,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2039,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2039,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2039,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2039,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2040,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2040,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2040,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2040,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2041,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2041,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2041,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2041,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2042,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2042,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2042,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2042,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2043,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2043,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2043,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2043,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2044,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2044,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2044,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2044,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2045,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2045,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2045,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2045,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2046,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2046,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2046,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2046,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2047,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2047,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2047,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2047,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2048,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2048,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2048,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2048,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2049,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2049,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2049,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2049,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2050,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,0.0
2050,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,
2050,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,
2050,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Citrus,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Plantation fruit,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Stone fruit,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Summer legumes,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Summer oilseeds,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,
2010,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,
2010,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,0.0
2010,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,0.0
2010,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,0.0
2011,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Summer legumes,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,
2011,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,
2011,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,0.0
2011,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,0.0
2011,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,0.0
2012,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Summer legumes,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,
2012,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,
2012,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,0.0
2012,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,0.0
2012,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,0.0
2013,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Summer legumes,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,
2013,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,
2013,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,0.0
2013,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,0.0
2013,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,0.0
2014,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Summer legumes,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,
2014,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,
2014,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,0.0
2014,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,0.0
2014,Livestock,Sheep,dry,TCO2E_Asparagopsis taxiformis,0.0
2015,Crop,Cotton,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Grapes,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Hay,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Nuts,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Other non-cereal crops,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Rice,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Sugar,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Summer cereals,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Summer legumes,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Vegetables,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Winter cereals,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Winter legumes,dry,TCO2E_Asparagopsis taxiformis,
2015,Crop,Winter oilseeds,dry,TCO2E_Asparagopsis taxiformis,
2015,Livestock,Beef,dry,TCO2E_Asparagopsis taxiformis,0.0
2015,Livestock,Dairy,dry,TCO2E_Asparagopsis taxiformis,0.0
